2026-07-19T19:37:52-05:00
Running ./build/ejecutable_experimentos
Run on (12 X 4400 MHz CPU s)
CPU Caches:
  L1 Data 48 KiB (x6)
  L1 Instruction 32 KiB (x6)
  L2 Unified 1280 KiB (x6)
  L3 Unified 12288 KiB (x1)
Load Average: 1.00, 1.28, 1.17
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
***WARNING*** Library was built as DEBUG. Timings may be affected.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"Comparaciones","Intercambios","RAM_Auxiliar_KB"
"BM_InsertionSort/1000/3/repeats:30",948,696345,695504,ns,,,,,,63375,63375,0
"BM_InsertionSort/1000/3/repeats:30",948,697944,697005,ns,,,,,,62319,62319,0
"BM_InsertionSort/1000/3/repeats:30",948,703282,702302,ns,,,,,,59117,59117,0
"BM_InsertionSort/1000/3/repeats:30",948,696481,695688,ns,,,,,,74681,74681,0
"BM_InsertionSort/1000/3/repeats:30",948,695613,694798,ns,,,,,,59363,59363,0
"BM_InsertionSort/1000/3/repeats:30",948,691872,691116,ns,,,,,,60881,60881,0
"BM_InsertionSort/1000/3/repeats:30",948,700423,699546,ns,,,,,,68363,68363,0
"BM_InsertionSort/1000/3/repeats:30",948,697076,696304,ns,,,,,,65247,65247,0
"BM_InsertionSort/1000/3/repeats:30",948,700411,699483,ns,,,,,,73665,73665,0
"BM_InsertionSort/1000/3/repeats:30_mean",30,697793,696904,ns,,,,,,64000.7,64000.7,0
"BM_InsertionSort/1000/3/repeats:30_median",30,697027,696266,ns,,,,,,62897,62897,0
"BM_InsertionSort/1000/3/repeats:30_stddev",30,4470.22,4364.18,ns,,,,,,4950.45,4950.45,0
"BM_InsertionSort/1000/3/repeats:30_cv",30,213541,208741,ns,,,,,,0.0773498,0.0773498,-nan
"BM_InsertionSort/5000/0/repeats:30",10,6.56698e+07,6.55458e+07,ns,,,,,,6.20416e+06,6.20416e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.56524e+07,6.5545e+07,ns,,,,,,6.34878e+06,6.34878e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.52952e+07,6.51711e+07,ns,,,,,,6.28532e+06,6.28532e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.51557e+07,6.50478e+07,ns,,,,,,6.2223e+06,6.2223e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.36575e+07,6.35885e+07,ns,,,,,,6.2377e+06,6.2377e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.53622e+07,6.5258e+07,ns,,,,,,6.21036e+06,6.21036e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.46705e+07,6.45896e+07,ns,,,,,,6.19846e+06,6.19846e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.39901e+07,6.39287e+07,ns,,,,,,6.35614e+06,6.35614e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.43062e+07,6.42268e+07,ns,,,,,,6.3244e+06,6.3244e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.50447e+07,6.4952e+07,ns,,,,,,6.36578e+06,6.36578e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.46756e+07,6.45731e+07,ns,,,,,,6.26883e+06,6.26883e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.43641e+07,6.42922e+07,ns,,,,,,6.17944e+06,6.17944e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.59268e+07,6.57679e+07,ns,,,,,,6.22114e+06,6.22114e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.44966e+07,6.44205e+07,ns,,,,,,6.14598e+06,6.14598e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.46558e+07,6.45679e+07,ns,,,,,,6.26249e+06,6.26249e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.5002e+07,6.49223e+07,ns,,,,,,6.30278e+06,6.30278e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.44328e+07,6.43475e+07,ns,,,,,,6.28708e+06,6.28708e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.58143e+07,6.56765e+07,ns,,,,,,6.18595e+06,6.18595e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.52471e+07,6.51522e+07,ns,,,,,,6.2749e+06,6.2749e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.49784e+07,6.48955e+07,ns,,,,,,6.36444e+06,6.36444e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.51174e+07,6.50275e+07,ns,,,,,,6.2959e+06,6.2959e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.48549e+07,6.47755e+07,ns,,,,,,6.22708e+06,6.22708e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.48749e+07,6.47937e+07,ns,,,,,,6.26876e+06,6.26876e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.47987e+07,6.47208e+07,ns,,,,,,6.22038e+06,6.22038e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.51022e+07,6.49925e+07,ns,,,,,,6.2512e+06,6.2512e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.51386e+07,6.50586e+07,ns,,,,,,6.267e+06,6.267e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.53838e+07,6.5308e+07,ns,,,,,,6.31601e+06,6.31601e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.51131e+07,6.5026e+07,ns,,,,,,6.21241e+06,6.21241e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.59237e+07,6.58292e+07,ns,,,,,,6.32626e+06,6.32626e+06,0
"BM_InsertionSort/5000/0/repeats:30",10,6.52738e+07,6.51949e+07,ns,,,,,,6.28768e+06,6.28768e+06,0
"BM_InsertionSort/5000/0/repeats:30_mean",30,6.49993e+07,6.49065e+07,ns,,,,,,6.26397e+06,6.26397e+06,0
"BM_InsertionSort/5000/0/repeats:30_median",30,6.50734e+07,6.49722e+07,ns,,,,,,6.26788e+06,6.26788e+06,0
"BM_InsertionSort/5000/0/repeats:30_stddev",30,542243,527017,ns,,,,,,58393,58393,0
"BM_InsertionSort/5000/0/repeats:30_cv",30,278076,270655,ns,,,,,,0.00932204,0.00932204,-nan
"BM_InsertionSort/5000/1/repeats:30",11930,54060.6,53953.6,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54401.7,54302.7,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53977.1,53886.7,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53456.8,53384.1,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53956.8,53886.4,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54461.1,54345.2,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53444.4,53381.1,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54010.1,53911.3,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54057.3,53970.2,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53631.1,53554.8,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54011.6,53929.6,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54517.8,54416.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53811.1,53728.6,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53769.1,53689.7,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53808.7,53724.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53663.3,53586.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53388.9,53324,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54175.1,54110.9,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54430,54354.4,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54163.2,54096.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54575.2,54489.7,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54284.9,54214.4,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53745.4,53670.8,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,53728.7,53659.8,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54884,54771.1,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,55501.8,55344.2,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54887.6,54791.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54495.5,54407.5,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54326.9,54240,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30",11930,54497,54391.9,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30_mean",30,54137.4,54050.6,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30_median",30,54058.9,53961.9,ns,,,,,,4999,4999,0
"BM_InsertionSort/5000/1/repeats:30_stddev",30,479.022,464.076,ns,,,,,,0,0,0
"BM_InsertionSort/5000/1/repeats:30_cv",30,294942,286198,ns,,,,,,0,0,-nan
"BM_InsertionSort/5000/2/repeats:30",5,1.33376e+08,1.33067e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.34116e+08,1.3374e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.321e+08,1.31765e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.31485e+08,1.31261e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27592e+08,1.27399e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29996e+08,1.29639e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.34985e+08,1.34644e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.38429e+08,1.38136e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29113e+08,1.28885e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.26916e+08,1.26752e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27208e+08,1.27054e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.28271e+08,1.28114e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27202e+08,1.27048e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27951e+08,1.27753e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27176e+08,1.27023e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.28666e+08,1.28485e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.27182e+08,1.27029e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.3046e+08,1.30277e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.30426e+08,1.30221e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.30269e+08,1.30009e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29241e+08,1.2908e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.30763e+08,1.30477e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29184e+08,1.2883e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29888e+08,1.2954e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.31616e+08,1.31342e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.25965e+08,1.2584e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.28636e+08,1.28462e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.26091e+08,1.25975e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.29204e+08,1.29004e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30",5,1.26142e+08,1.26023e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30_mean",30,1.29655e+08,1.29429e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30_median",30,1.29194e+08,1.28945e+08,ns,,,,,,1.25025e+07,1.25025e+07,0
"BM_InsertionSort/5000/2/repeats:30_stddev",30,2.86323e+06,2.80404e+06,ns,,,,,,0,0,0
"BM_InsertionSort/5000/2/repeats:30_cv",30,736114,722158,ns,,,,,,0,0,-nan
"BM_InsertionSort/5000/3/repeats:30",40,1.66815e+07,1.66543e+07,ns,,,,,,1.60098e+06,1.60098e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.68275e+07,1.67959e+07,ns,,,,,,1.55608e+06,1.55608e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64523e+07,1.64345e+07,ns,,,,,,1.62818e+06,1.62818e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64375e+07,1.64139e+07,ns,,,,,,1.53736e+06,1.53736e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63988e+07,1.63787e+07,ns,,,,,,1.57594e+06,1.57594e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64296e+07,1.6409e+07,ns,,,,,,1.61343e+06,1.61343e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64389e+07,1.64225e+07,ns,,,,,,1.56923e+06,1.56923e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63666e+07,1.63483e+07,ns,,,,,,1.63261e+06,1.63261e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65922e+07,1.65685e+07,ns,,,,,,1.51951e+06,1.51951e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63705e+07,1.63544e+07,ns,,,,,,1.60998e+06,1.60998e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65446e+07,1.65251e+07,ns,,,,,,1.55697e+06,1.55697e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65e+07,1.64774e+07,ns,,,,,,1.53609e+06,1.53609e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63068e+07,1.62884e+07,ns,,,,,,1.58123e+06,1.58123e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.66986e+07,1.6676e+07,ns,,,,,,1.57109e+06,1.57109e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.62884e+07,1.62709e+07,ns,,,,,,1.61437e+06,1.61437e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.61351e+07,1.61177e+07,ns,,,,,,1.60466e+06,1.60466e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65634e+07,1.65401e+07,ns,,,,,,1.59766e+06,1.59766e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65456e+07,1.65212e+07,ns,,,,,,1.66235e+06,1.66235e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64281e+07,1.64113e+07,ns,,,,,,1.61528e+06,1.61528e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65136e+07,1.64947e+07,ns,,,,,,1.65571e+06,1.65571e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.66542e+07,1.66326e+07,ns,,,,,,1.53777e+06,1.53777e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63635e+07,1.63455e+07,ns,,,,,,1.5119e+06,1.5119e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.66047e+07,1.65847e+07,ns,,,,,,1.57479e+06,1.57479e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.66131e+07,1.65882e+07,ns,,,,,,1.53551e+06,1.53551e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64882e+07,1.64694e+07,ns,,,,,,1.59417e+06,1.59417e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.64753e+07,1.64548e+07,ns,,,,,,1.51304e+06,1.51304e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.63365e+07,1.63139e+07,ns,,,,,,1.59722e+06,1.59722e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65835e+07,1.65611e+07,ns,,,,,,1.61874e+06,1.61874e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.65829e+07,1.656e+07,ns,,,,,,1.61056e+06,1.61056e+06,0
"BM_InsertionSort/5000/3/repeats:30",40,1.6342e+07,1.6323e+07,ns,,,,,,1.58873e+06,1.58873e+06,0
"BM_InsertionSort/5000/3/repeats:30_mean",30,1.64854e+07,1.64645e+07,ns,,,,,,1.58404e+06,1.58404e+06,0
"BM_InsertionSort/5000/3/repeats:30_median",30,1.64818e+07,1.64621e+07,ns,,,,,,1.59145e+06,1.59145e+06,0
"BM_InsertionSort/5000/3/repeats:30_stddev",30,144160,141582,ns,,,,,,40495.1,40495.1,0
"BM_InsertionSort/5000/3/repeats:30_cv",30,291489,286640,ns,,,,,,0.0255645,0.0255645,-nan
"BM_InsertionSort/10000/0/repeats:30",3,2.60206e+08,2.59724e+08,ns,,,,,,2.48328e+07,2.48328e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.59905e+08,2.59455e+08,ns,,,,,,2.50186e+07,2.50186e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.56569e+08,2.56257e+08,ns,,,,,,2.50756e+07,2.50756e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.59042e+08,2.58726e+08,ns,,,,,,2.484e+07,2.484e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.5462e+08,2.54173e+08,ns,,,,,,2.46311e+07,2.46311e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.53688e+08,2.53424e+08,ns,,,,,,2.47664e+07,2.47664e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.55589e+08,2.55317e+08,ns,,,,,,2.48523e+07,2.48523e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.60475e+08,2.60136e+08,ns,,,,,,2.54273e+07,2.54273e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.58062e+08,2.57711e+08,ns,,,,,,2.51388e+07,2.51388e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.60089e+08,2.59771e+08,ns,,,,,,2.50506e+07,2.50506e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.56832e+08,2.56543e+08,ns,,,,,,2.47252e+07,2.47252e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.56614e+08,2.56375e+08,ns,,,,,,2.5314e+07,2.5314e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.57254e+08,2.56948e+08,ns,,,,,,2.49264e+07,2.49264e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.56416e+08,2.56113e+08,ns,,,,,,2.4967e+07,2.4967e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.57374e+08,2.5707e+08,ns,,,,,,2.50053e+07,2.50053e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.58334e+08,2.58008e+08,ns,,,,,,2.48768e+07,2.48768e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.59262e+08,2.58859e+08,ns,,,,,,2.49767e+07,2.49767e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.61224e+08,2.60809e+08,ns,,,,,,2.4977e+07,2.4977e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.6744e+08,2.66944e+08,ns,,,,,,2.50912e+07,2.50912e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.67053e+08,2.66481e+08,ns,,,,,,2.49401e+07,2.49401e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.58547e+08,2.58195e+08,ns,,,,,,2.51077e+07,2.51077e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.5994e+08,2.59607e+08,ns,,,,,,2.51294e+07,2.51294e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.58685e+08,2.5836e+08,ns,,,,,,2.49845e+07,2.49845e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.54929e+08,2.5468e+08,ns,,,,,,2.48622e+07,2.48622e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.566e+08,2.56297e+08,ns,,,,,,2.51383e+07,2.51383e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.59895e+08,2.59556e+08,ns,,,,,,2.49435e+07,2.49435e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.57915e+08,2.57587e+08,ns,,,,,,2.49464e+07,2.49464e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.61557e+08,2.61225e+08,ns,,,,,,2.507e+07,2.507e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.60448e+08,2.6014e+08,ns,,,,,,2.46779e+07,2.46779e+07,0
"BM_InsertionSort/10000/0/repeats:30",3,2.61284e+08,2.60925e+08,ns,,,,,,2.47901e+07,2.47901e+07,0
"BM_InsertionSort/10000/0/repeats:30_mean",30,2.58862e+08,2.58514e+08,ns,,,,,,2.49694e+07,2.49694e+07,0
"BM_InsertionSort/10000/0/repeats:30_median",30,2.58616e+08,2.58278e+08,ns,,,,,,2.49718e+07,2.49718e+07,0
"BM_InsertionSort/10000/0/repeats:30_stddev",30,3.07684e+06,3.02259e+06,ns,,,,,,174472,174472,0
"BM_InsertionSort/10000/0/repeats:30_cv",30,396201,389740,ns,,,,,,0.0069874,0.0069874,-nan
"BM_InsertionSort/10000/1/repeats:30",6333,107292,107096,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106784,106625,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106081,105942,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106105,105932,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106481,106353,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,105801,105673,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107941,107778,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107164,106987,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106259,106125,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106595,106444,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106103,105962,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,105906,105771,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106056,105921,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106717,106569,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106248,106089,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107134,106972,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106160,106014,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,108455,108292,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107250,107105,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107576,107371,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107651,107504,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106425,106300,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,108509,108366,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107025,106878,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107208,107064,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107218,107074,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107898,107727,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107743,107569,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,106599,106470,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30",6333,107591,107429,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30_mean",30,106932,106780,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30_median",30,106904,106752,ns,,,,,,9999,9999,0
"BM_InsertionSort/10000/1/repeats:30_stddev",30,759.725,750.409,ns,,,,,,0,0,0
"BM_InsertionSort/10000/1/repeats:30_cv",30,236824,234254,ns,,,,,,0,0,-nan
"BM_InsertionSort/10000/2/repeats:30",1,5.16719e+08,5.1582e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.24014e+08,5.22956e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.24243e+08,5.23417e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.29764e+08,5.29015e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.07648e+08,5.07116e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.08275e+08,5.07762e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.2037e+08,5.19561e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.10397e+08,5.09721e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.16091e+08,5.15266e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.09237e+08,5.08585e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.06803e+08,5.06306e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
"BM_InsertionSort/10000/2/repeats:30",1,5.27585e+08,5.26571e+08,ns,,,,,,5.0005e+07,5.0005e+07,0
